id,label,board,100.1,102.9,103.9,105,105.9,106.9,107.9,108.9,109.8,111,112,112.8,113.5,114,114.9,115.5,116.8,117.9,118.9,119.8,120.9,121.9,122.8,124.9,126.9,128,129,129.9,130.9,131.9,132.9,133.9,135,135.9,136.9,138.9,140,140.8,142,142.9,143.9,145.9,147.9,148.9,149.9,150.9,151.9,154,154.8,156.8,157.9,158.9,160.9,161.9,162.9,163.9,164.9,165.9,166.9,167.9,168.9,170.8,172.8,174.8,176,176.9,177.8,178.9,179.8,180.9,182.8,184.9,185.9,186.8,192,193.8,194.8,195.8,196.8,198.8,200.8,201.9,203,205,205.8,207,208.9,212.8,214.8,219,220,220.9,221.9,222.8,224.8,226.9,228.8,232.8,235.8,236.8,237.8,238.8,240.8,242.8,246.7,250.8,254.8,256.8,260.8,266.9,270.8,276.8,282.8,284.8,286.8,298.7,300.8,312.8,320.8,449.2,450.2,465.2,466.2
MeV-26,0,test,-15.05554561,-18.70510208,1366.51857,160.2230984,18.98173522,131.1258301,-46.70763474,6.354495988,-34.16184429,-58.97711206,107.8491932,4953.779654,-8.359599527,-26.7398364,2761.628933,-60.49567144,162.3069362,69.11191845,68.5383285,1014.928799,154.7831925,126.3484013,6.934854622,408.4946381,21.79073164,-44.07232247,46.20031938,17.15588234,26.69475648,64.39623789,0.820967362,13.76930212,135.5015727,-21.21533803,426.7105018,155.4979886,46.28930674,937.758407,42.04783515,59.07948363,-9.156139066,53.68436019,127.2198355,133.6359127,91.86973443,25.89589923,61.6473336,-21.40628874,273.0735575,1569.247177,-7.778246442,123.6319951,-13.59418323,99.86670766,47.95433117,66.94890644,75.91006848,72.88894114,-123.8169639,7.022478623,-59.37195739,194.1877452,148.1632588,-11.50362181,140.9343229,-23.79327687,97.59198427,13.80385129,57.1523571,460.3853532,118.0409568,-3.518706308,-63.83369195,59.20887459,84.28989347,86.09526386,-23.6295613,37.24343188,504.8364009,111.1825983,18.65378279,23.93816926,11.60093291,31.17044544,16.69692697,15.98699292,36.10592382,26.97364397,121.3831275,74.1743578,4.665131559,104.6434066,-39.23251994,-2.491389884,39.39791086,56.5750139,-1.330496181,8.459605264,-21.68452662,-52.9334459,-21.72196291,32.65456793,19.88646947,-102.2991206,-4.069295558,39.88428581,-6.24202753,-14.83812966,11.74201669,107.5544987,-42.10651659,-21.20447926,-16.38318636,59.5405482,-46.10137225,15.29680355,34.95240029,27.96172768,-10.97810236,261.3092695,-32.51564226,284.8886427,-43.1212099
MeV-78,0,test,25.53178116,157.7655281,15527.95472,-8493.00034,1099.318236,550.2704966,-3824.427778,1857.265077,-412.3762287,-301.0843269,375.5593424,116859.5828,-122.2269701,-714.7321551,51177.04229,-1874.965449,6182.735387,851.2382195,-574.8034018,15453.39032,-7640.81225,2184.566206,5108.102597,10343.18841,438.8001606,24.62758355,4000.159366,583.634505,3142.66654,-792.3134885,2870.16742,4538.305675,33618.33555,-31.88182209,-10266.23102,-541.0457091,707.2918737,30142.76289,-420.1404489,247.0965217,1386.218372,1096.351123,2058.18299,7702.819206,-1482.22854,63358.78133,2490.579052,239.8595046,7140.328522,32610.21117,1242.345167,3743.300422,-487.056472,-2587.501149,794.7452583,1613.078952,14323.61946,78.63792835,39303.59832,2402.025732,6785.565949,18955.38205,6194.890636,2006.445412,2755.09907,4085.698816,2305.276833,36.64968115,3657.627085,-1702.547432,5101.768857,906.5562638,489.7587157,5179.727983,3628.975077,-981.7144178,2177.058469,1352.714954,7937.402526,2383.196381,354.6749301,-1725.499423,311.996999,1637.804731,-266.2614285,59.57025618,3555.667636,6422.404697,7665.153386,-3435.871188,-3612.564754,-5043.514911,5658.222108,4532.179185,3302.970174,2628.743589,-2152.397035,905.6213863,-1006.393809,116.8650669,-399.0591944,1492.314819,-388.8533461,5788.675562,2038.41778,-837.327018,2149.692256,852.5439555,-953.0353508,2304.555242,1504.857248,4074.621536,1192.247121,2217.100139,254.0144679,257.2253021,857.8609025,2096.85241,253.4877557,-1384.532001,4724.884461,-186.6748577,2407.632052
MeV-103,0,test,1368.855711,-636.755962,36923.04954,-4469.36004,10504.54551,425.9855215,561.4661132,3069.500369,-3743.878028,3239.761799,2518.405671,173660.3256,2432.61802,-3830.794897,140538.4562,-1057.26399,15215.88392,-2933.935786,-7737.198026,39898.09299,-1777.038361,5794.965191,4369.549479,9195.122869,-5656.126574,1829.484071,-127.049402,-9482.624281,2984.609278,-3311.914459,1507.614403,-388.574242,27522.01871,-2675.041788,3640.207919,4595.55796,-4058.326293,27182.00219,-2746.343939,-4306.321423,-3317.256662,-4247.35976,524.2046342,15446.66942,-2149.413914,40950.22207,-3209.534621,-1299.045132,45818.45866,58985.49024,2087.963081,8684.781535,2241.321859,1731.770145,-2896.255447,4664.023711,8522.302833,4046.868028,37904.8071,-3025.920006,7980.334303,62316.15408,47492.9033,7925.855735,-1887.470989,5722.747316,8703.081242,1684.908185,-1786.553677,11131.69479,4436.740844,-4590.338486,-199.1552069,22000.8209,-5308.135468,1376.960375,3533.174946,4964.303912,12849.39792,13335.97971,1918.679506,-774.7783585,23123.94089,1911.236424,-855.7653823,-5096.818046,370.8276622,14019.48671,21674.72818,7000.96443,-3189.255928,-1593.915383,6926.449214,3587.86091,-7468.612187,2600.309773,3592.40217,3684.387938,-1969.170306,-4821.155723,3155.367766,3025.209247,-2630.923707,7060.535414,2579.410146,-5265.605338,-118.3927104,-1188.836257,-4663.504989,1570.091854,159.9654887,3529.44121,3509.841519,-4631.259761,-4465.829541,-4558.262041,-59.24678047,-13.54694329,-806.1696081,17435.70168,126.9622874,10278.64388,6461.97021
MeV-106,0,test,376.4699865,377.7078093,14174.44121,-3106.14152,563.7478113,884.6293087,115.4063132,-331.049485,-287.5853775,1270.375455,-120.2287127,78203.28087,100.9561012,262.3184406,30248.91794,11.34177365,3128.850047,817.57163,127.2155887,15316.62899,-413.8525985,1484.629937,3047.898951,4632.116946,1219.020095,857.045234,1460.205193,418.9139134,1276.80739,6.525877827,1821.650199,1995.473993,5818.32716,-1006.073718,-2729.478808,-59.44505204,-109.2100175,16396.90332,1181.194751,151.9729737,67.32853898,692.5460849,923.518282,2199.931254,-250.9194626,19244.04658,-446.2727654,105.7458215,4653.011117,19111.84881,-35.7217991,-858.9330529,-582.7404644,-1326.809323,400.4832961,192.9828279,5068.58074,-66.16764134,13727.00735,35.73256861,2540.818405,8194.918133,1486.471058,435.7628388,-945.0260431,-398.7606214,1412.487166,-333.9101895,989.7804643,-2265.505745,1834.453314,857.75184,448.3090147,1302.621429,1687.503584,441.1794427,589.7056824,731.1859258,2540.558743,1965.496652,-424.1588415,-55.18030358,570.4386445,681.5530337,-769.715477,-174.958389,423.5003416,1782.176861,1978.537771,120.3663737,-489.48309,-1208.348251,499.5893696,1290.804247,1022.696836,648.9916254,-722.5875949,354.2178772,250.2253535,-436.2644184,65.81102357,-35.54614413,509.2915827,2120.804356,1120.616708,1207.099939,588.7712033,1018.270783,372.6098291,48.93791572,323.3937523,671.8797865,92.99263315,362.587265,-106.0886207,-126.2812354,534.8083233,-147.8881251,654.8089671,-5308.892539,2761.492464,-3317.923478,1704.935977
MeV-122,0,test,149.7734784,111.4854611,40450.63542,5331.208529,871.0038431,5049.837956,-3552.932847,-1777.507166,602.7922436,-1316.939535,-562.7333669,110028.4044,-2034.515915,-223.5870104,84972.15169,-74.65176187,7540.512084,-60.54300199,-957.1378826,34039.51163,12533.68191,868.1043895,849.4622136,-4006.696124,500.8927997,-2533.361322,-2730.187539,-1337.986679,-1501.651855,-818.9290319,3809.777762,-1185.856977,4804.943715,-391.0477709,17416.65936,9586.368873,654.0822724,3077.821222,-1408.697013,-558.6688329,660.1211867,2315.136718,1903.251878,6519.867207,669.3538861,9755.68735,-1937.006284,-408.9970879,20479.9964,22875.25016,-1947.805263,2226.869805,-724.6365628,5178.357916,906.1265734,3239.830117,2183.844321,1167.685437,1835.043138,-646.9686969,695.1430606,21403.38479,22383.21,3380.461468,310.0667573,-1739.490325,4146.729351,-1009.143702,2850.91192,4265.467635,-2607.292382,-916.3442635,-1390.912451,5433.029046,-2044.886088,-682.7230596,-13.02517964,-1187.44129,6350.551179,984.7041504,-5.655317417,-295.438603,5745.22638,-1753.832858,-1072.861774,2529.940973,-1036.701759,1169.124811,2080.81887,2994.914112,-1096.282271,-2375.223431,-513.2447264,-392.7220312,-245.4944391,-2369.978009,-1097.754373,766.1532928,-3299.027713,1243.148712,-389.3997822,-761.3545158,501.5159718,333.2078397,-1911.63278,-1395.897828,803.6084101,-32.97247698,2.701289702,-1134.709661,-1401.753286,-1356.285987,-2981.353744,-2888.220344,-1173.872212,-1471.364665,-1591.327641,-483.6780023,-1557.183863,5833.294475,-127.5543793,6371.131222,1603.968056
MeV-145,0,test,-3831.404102,-152.1319836,64740.49505,12173.59052,4426.848891,7704.486455,-2354.035491,-3989.414528,-450.5907188,-3945.00675,1309.363926,195797.1843,-139.7579818,-3286.475506,172790.5535,-2537.318552,11187.69088,-5162.385822,-617.1498559,11563.22069,18093.45792,-1219.033083,-1925.980671,6494.73712,2540.341284,-1114.744377,-1586.95682,2338.359113,-2038.269135,394.9707051,2065.691998,-4510.277836,35258.667,-674.5457331,23791.02823,21046.68726,-3143.014911,20980.78263,-3007.023362,-857.833138,-1975.746811,2227.06519,8419.541534,23311.71416,-1621.186405,33126.10168,-719.512887,-594.4361014,45306.12022,79502.03126,-3091.458596,9460.731114,-485.0695902,9892.192562,4034.213631,8421.393487,11357.34395,-680.0943169,21505.16114,2496.738692,1552.084063,37876.94706,41858.02114,8578.792559,3153.557936,4120.145019,7115.216419,-2280.573215,2502.638188,19975.78802,161.6643989,-4977.146684,-5253.598701,8208.060111,3562.000319,1589.95914,-759.3700976,-3559.069224,18042.65207,5506.528974,1743.475023,-2887.029594,14685.97346,1533.938248,-1292.66126,1053.928429,3838.14963,5834.251537,12674.71045,6224.590233,-5835.676229,-5766.775813,-195.7206775,5920.490191,609.4415326,-337.5535259,798.9541566,-3134.705932,-1257.546577,1885.858126,-4484.490125,-3539.851564,675.8681902,-3574.484176,-4738.558453,-7435.508024,865.5788537,-2258.117433,-3437.304391,-6056.655437,-2059.150154,-2258.740215,-3437.938465,-3852.875766,-3080.845236,-105.1253691,1121.237579,-1288.267039,641.8705203,17910.59873,-221.3120867,16129.56589,-3156.393008
MeV-148,0,test,238.4493605,151.3384039,5326.677107,199.0115498,47.34124373,623.2528346,183.1381408,389.7692396,-21.65547133,-28.39179999,343.2170512,23899.34084,174.7241243,133.9375245,10635.11834,44.88091825,596.9939315,309.0034532,-56.83848648,4799.594808,640.840253,333.6987948,345.2035124,2247.567383,267.5545659,-115.1619512,345.093345,84.60004074,64.51441178,116.208027,395.132685,6.648494636,886.4875757,-211.6302829,746.7481356,707.070931,94.95377349,6108.95429,-38.86989203,285.7054097,228.2215506,324.2458851,623.511265,723.226773,247.1634509,1048.041088,256.2777601,91.68467163,1449.901158,7839.177682,253.9911047,374.4885217,-13.59649221,160.2449265,111.178732,295.9028715,579.9497431,287.1360627,114.200318,35.29306554,-281.4105176,1293.383927,236.8331307,134.9919325,560.2249345,73.19518735,378.0905312,30.30610566,228.1471836,1522.834715,723.2644188,93.02556305,-168.1300286,392.4675796,405.0367479,251.8251603,-125.4084832,165.6778078,1781.167928,721.9982653,259.0711135,-6.191221212,-113.7064424,164.0499118,72.48952255,115.7764577,188.7185535,83.90383718,688.6314239,329.038689,-24.10192565,241.051284,-59.9363237,284.1149177,186.2783131,147.7826182,-163.2113822,-2.541905461,-71.46196837,25.87663782,-302.1393912,345.9936069,413.6338956,7.153949804,59.6071509,194.9959314,9.892580309,-60.26842955,183.5432907,301.9071561,100.1666808,-17.740519,20.52237304,264.9844338,-15.4629239,230.0358652,-56.63098045,-119.8928159,-42.80464883,662.8701184,183.1204611,761.7886328,50.89458393
MeV-80,0,test,469.2268218,-877.9101228,16418.85174,-4104.641096,-373.9664595,1325.301745,-306.6816386,-697.9442946,-37.83702729,850.0350495,297.1769193,73758.01407,31.19982002,304.9074779,32286.7083,-203.2282169,2429.691332,119.7933704,-655.3440725,13778.43033,-69.05817461,643.7752808,2379.765965,2261.901255,260.4660343,445.011318,-23.25267575,100.0630653,433.2371583,-807.5606578,1257.666232,1680.969276,9141.352656,-941.7705096,-2410.107685,954.8429503,781.593976,11939.20938,531.1634954,-276.1621501,-416.658339,918.2508097,196.9445067,3909.124025,-146.3433771,21193.49228,-691.4779256,-341.6165567,7078.867146,15042.9253,330.2176734,-668.1509524,-627.2139721,-1073.474691,622.309639,11.44776331,4236.909478,-63.67322747,15264.07545,-90.36006407,2265.148025,9959.232048,3198.664705,-249.5686126,-1219.356238,-463.9062809,1171.399825,-1513.096397,1721.676154,-1655.984437,1649.946081,499.9669724,558.2489737,1308.95757,147.7702523,494.7032321,-216.4151334,-404.3390224,2014.784185,1669.541636,-3.391177231,-384.592985,2104.527421,1080.633991,-646.7342858,427.3480949,414.7018209,886.3973624,1652.716395,112.43765,-769.8620606,-694.1959128,1233.778233,-547.6046362,670.8466685,560.1707718,-642.7385656,-413.9217467,279.5800453,-364.9115182,-1445.995165,-96.1327088,-108.5739162,931.7445737,276.1513704,-67.41216989,-72.78630965,356.4775502,-72.49957213,-37.40295374,-581.7335154,-20.50007758,-671.3565028,-269.2363991,41.17475641,35.67886264,-800.5582976,-111.8993054,-466.6622991,160.8395189,2643.364415,-404.0842966,1411.062053
MeV-11,0,test,770.0016766,558.1889006,11164.25764,265.8713078,556.9646536,2208.875256,650.582199,-239.3284707,-175.8145807,704.1773586,175.512787,57441.5693,216.7469401,292.6069046,21967.88985,1037.52102,1275.24006,479.7947036,56.62823328,10351.79551,3961.839791,1108.087598,1602.578215,-263.4902499,146.5813575,-345.2053889,250.4315552,-169.1352137,703.0434478,389.220304,1028.618387,-441.3095246,-352.253983,83.41891633,2657.790061,1332.867188,784.3383895,1030.30408,-382.6684513,41.04117518,145.9105132,801.5558357,693.7484449,689.6062442,459.5736529,1712.357875,13.07493824,323.7089444,3684.806151,5068.875781,541.4508979,270.5829818,211.2538989,328.3882147,519.0825325,777.4191037,-252.7919476,848.7693044,463.4573683,420.252019,633.2142946,5217.532071,3281.018322,504.8858561,179.6148334,-158.1090209,1471.70163,652.1852191,621.8820619,-187.1000031,101.5263697,184.4132091,-171.5372916,1397.708636,-185.1380901,348.0386974,631.5825928,139.8891166,151.0122577,363.4284432,-51.51484238,700.0267066,3946.361329,65.02455883,732.26292,661.6597122,-207.9774478,646.4068502,288.8826679,1428.38509,86.75019241,724.0972738,-338.1003948,-74.96120029,125.6275452,-421.7033561,-109.2493126,100.4135213,178.0049822,100.5944566,675.7717449,112.7565306,1079.689604,931.9567101,-166.534685,974.9932974,39.45164206,75.76489837,104.3044182,242.107306,648.2871847,-261.5251841,-170.5439867,927.2924157,307.1472354,-40.65241969,176.6396477,-336.7895335,-216.4262324,672.7746649,556.3284024,-350.1973111,51.60057943
